m	u	d	attr1	attr2	attr3	attr4	attr5	attr6	attr7	match
1	4	4	.021240372	.035682429	.47858852	.40000001	.71824735	.17246506	.026778413	0
1	4	5	.0026510539	.035682429	.64313775	.34999999	.31188968	0	.042492222	0
1	4	6	.03583714	0	.45002565	1	.72887236	.17841214	.015156329	0
1	4	7	0	0	.20451772	.40000001	0	.17841214	0	0
1	4	8	.0003832849	0	.48402259	.40000001	.54770869	.17841214	.28358278	0
1	4	9	.0042161341	.035682429	.13681765	.35000002	.75514859	.17246506	.04532874	0
1	4	10	.00006388082	0	.6122449	.2	0	.17841214	.019649437	1
1	4	11	.027596513	0	.60966814	1	.78804278	.17841214	.062992834	0
1	4	12	.0054298695	.035682429	.60755497	.30000001	.69358826	0	.019967861	0
1	4	13	.039669987	0	.19798137	1	.62721014	.17841214	.033789016	0
1	4	14	.0029385178	.035682429	.35119048	.15000001	.38638359	0	0	0
1	4	15	0	0	.27045771	.2	0	.17841214	0	0
1	4	16	0	0	.18996961	0	0	.17841214	.25544268	0
1	4	17	.0020548331	.17841214	.33270636	.050000001	.42437732	.034493014	.058636907	0
1	4	18	.15590712	.071364857	.49984217	.17777778	.7346583	.11695907	.069407076	0
1	4	19	.0049827038	.035682429	.4399015	.30000001	.39725864	0	.4877919	0
1	4	20	.022741571	.035682429	.54900062	.44999999	.7345612	.17246506	.019662928	0
1	4	21	.084705964	0	.30293548	1	.76849145	.17841214	.025537007	0
1	4	22	.00056215125	.14272971	.2457265	.056000002	.2315314	0	.038571667	0
1	4	23	.070396662	.035682429	.29815531	.30000001	.62810475	.17246506	.030714234	0
1	4	24	.087772243	0	.42522418	1	.65890247	.17841214	.057875115	0
1	4	25	.0012137356	0	.67226893	.2	.42068902	.17841214	.0038535716	0
1	4	26	.0036092661	.035682429	.33828661	.2	.40242678	0	.1823059	0
1	4	27	.026446659	.035682429	.33862433	.40000001	.75934952	0	.037365887	0
1	4	28	.052915819	.035682429	.48230386	.40000001	.80468649	0	.090403721	0
1	4	29	0	0	.25	.2	0	.17841214	0	0
1	4	30	.014500945	.035682429	.4645505	.15000001	.59272039	.17246506	0	0
1	4	31	.023699783	.035682429	.42122012	.15000001	.65442556	.17246506	.034195326	0
1	4	32	.17841214	.035682429	.38080028	.30000001	.68322754	.17246506	.096365884	0
1	4	33	.13716875	.071364857	.45599148	.2	.76896787	.17444743	.091837443	0
1	4	34	.12656453	.071364857	.4346641	.2	.72014779	.059470713	.064101815	0
1	5	1	0	.021774193	.14320652	.060000002	0	0	0	0
1	5	2	0	0	.28440365	0	0	.10887097	0	0
1	5	3	.00095894403	.087096773	.05757143	.072000004	.38801718	.031935483	.18313648	0
1	5	4	.012961337	.021774193	.51926851	.24000001	.65369123	.10524193	.33616823	0
1	5	5	.0016177308	.021774193	.69780445	.21000001	.28385702	0	.0080931215	0
1	5	6	.021868601	0	.48827779	.60000002	.66336125	.10887097	.27387032	0
1	5	7	0	0	.22190171	.24000001	0	.10887097	0	0
1	5	8	.00023388879	0	.52516448	.24000001	.49848062	.10887097	0	0
1	5	9	.0025727767	.021774193	.14844714	.21000002	.68727583	.10524193	.32534459	0
1	5	10	.000038981463	0	.66428572	.12	0	.10887097	0	0
1	5	11	.016839992	0	.6614899	.60000002	.71721351	.10887097	.027066635	0
1	5	12	.0033134245	.021774193	.65919709	.18000001	.63124853	0	.0045992206	0
1	5	13	.02420749	0	.21480978	.60000002	.57083648	.10887097	.090869047	0
1	5	14	.0017931474	.021774193	.38104165	.090000004	.35165542	0	.41475454	1
1	5	15	0	0	.2934466	.12	0	.10887097	0	0
1	5	16	0	0	.20611702	0	0	.10887097	.1204829	0
1	5	17	.0012539038	.10887097	.36098638	.030000001	.38623428	.021048388	.44879019	0
1	5	18	.095137917	.043548387	.54232872	.10666668	.6686272	.071370967	.64511728	0
1	5	19	.0030405542	.021774193	.4772931	.18000001	.36155304	0	.0069664116	0
1	5	20	.013877401	.021774193	.59566563	.27000001	.66853881	.10524193	.053229146	0
1	5	21	.051689424	0	.32868499	.60000002	.69941938	.10887097	.095139183	0
1	5	22	.0003430369	.087096773	.26661325	.033600003	.21072136	0	.17051472	0
1	5	23	.042957574	.021774193	.32349852	.18000001	.57165068	.10524193	.67047083	0
1	5	24	.053560533	0	.4613682	.60000002	.5996803	.10887097	.89772344	0
1	5	25	.00074064784	0	.72941172	.12	.38287747	.10887097	0	0
1	5	26	.0022024526	.021774193	.36704096	.12	.36625665	0	.090667978	0
1	5	27	.016138326	.021774193	.36740738	.24000001	.69109917	0	.10091323	0
1	5	28	.032290384	.021774193	.52329963	.24000001	.7323612	0	.34224215	0
1	5	29	0	0	.27124998	.12	0	.10887097	0	0
1	5	30	.0088487919	.021774193	.50403726	.090000004	.53944665	.10524193	.10100322	0
1	5	31	.014462124	.021774193	.4570238	.090000004	.59560579	.10524193	.16236082	0
1	5	32	.10887097	.021774193	.41316828	.18000001	.62181908	.10524193	.59058833	0
1	5	33	.083703354	.043548387	.49475071	.12	.69985306	.10645162	.60588592	0
1	5	34	.077232435	.043548387	.47161055	.12	.6554209	.036290325	.4428615	0
1	6	1	0	.0006684257	.13858695	.060000002	0	0	0	0
1	6	2	0	0	.27522936	0	0	.0033421284	0	0
1	6	3	.000029437728	.0026737028	.055714287	.072000004	.38133723	.00098035764	.14448979	0
1	6	4	.00039788801	.0006684257	.50251794	.24000001	.64243758	.003230724	.8573519	1
1	6	5	.000049661208	.0006684257	.67529464	.21000001	.27897027	0	.020567251	0
1	6	6	.00067132385	0	.47252691	.60000002	.65194112	.0033421284	.82481498	0
1	6	7	0	0	.2147436	.24000001	0	.0033421284	0	0
1	6	8	7.1799341e-06	0	.50822371	.24000001	.48989898	.0033421284	0	0
1	6	9	.000078979276	.0006684257	.14365853	.21000002	.67544395	.003230724	.25255477	0
1	6	10	1.1966556e-06	0	.64285713	.12	0	.0033421284	0	0
1	6	11	.00051695522	0	.6401515	.60000002	.70486629	.0033421284	.14128835	0
1	6	12	.00010171573	.0006684257	.63793272	.18000001	.62038118	0	.011688114	0
1	6	13	.00074312312	0	.20788044	.60000002	.56100917	.0033421284	.13239861	0
1	6	14	.000055046163	.0006684257	.36874998	.090000004	.34560147	0	.164978	0
1	6	15	0	0	.28398058	.12	0	.0033421284	0	0
1	6	16	0	0	.19946808	0	0	.0033421284	0	0
1	6	17	.000038492428	.0033421284	.34934169	.030000001	.37958503	.00064614479	.23807938	0
1	6	18	.0029205503	.0013368514	.52483428	.10666668	.65711635	.0021909508	.56320459	0
1	6	19	.000093339142	.0006684257	.46189654	.18000001	.35532868	0	.0019671018	0
1	6	20	.00042600941	.0006684257	.57645059	.27000001	.65702957	.003230724	.11185792	0
1	6	21	.0015867654	0	.31808224	.60000002	.68737847	.0033421284	.23674253	0
1	6	22	.00001053057	.0026737028	.25801283	.033600003	.20709366	0	.13333334	0
1	6	23	.0013187145	.0006684257	.31306309	.18000001	.56180942	.003230724	.70843846	0
1	6	24	.0016442048	0	.4464854	.60000002	.58935648	.0033421284	.61369729	0
1	6	25	.000022736456	0	.70588237	.12	.37628603	.0033421284	0	0
1	6	26	.000067611043	.0006684257	.35520095	.12	.35995132	0	.13918266	0
1	6	27	.00049541547	.0006684257	.35555553	.24000001	.67920148	0	.12317508	0
1	6	28	.00099125237	.0006684257	.50641906	.24000001	.71975321	0	.39232379	0
1	6	29	0	0	.26249999	.12	0	.0033421284	0	0
1	6	30	.00027164083	.0006684257	.48777801	.090000004	.53015977	.003230724	.27346355	0
1	6	31	.00044395923	.0006684257	.44228113	.090000004	.58535206	.003230724	.46815085	0
1	6	32	.0033421284	.0006684257	.3998403	.18000001	.61111408	.003230724	.59118038	0
1	6	33	.0025695313	.0013368514	.47879103	.12	.68780464	.0032678589	.50993156	0
1	6	34	.0023708865	.0013368514	.45639729	.12	.64413744	.0011140428	.45895767	0
1	7	1	0	.15040143	.060532235	.1	0	0	0	0
1	7	2	0	0	.12021512	0	0	.75200713	0	0
1	7	3	.0066237375	.60160571	.024334976	.12	.37516403	.22058874	.00061611709	0
1	7	4	.089528166	.15040143	.21949059	.40000001	.63203764	.72694021	.0010931466	0
1	7	5	.011174192	.15040143	.29495627	.34999999	.27445421	0	0	0
1	7	6	.15105353	0	.20639107	1	.64138734	.75200713	.001176986	0
1	7	7	0	0	.093796052	.40000001	0	.75200713	0	0
1	7	8	.0016155458	0	.22198276	.40000001	.48196837	.75200713	.1758499	0
1	7	9	.017771004	.15040143	.062747404	.35000002	.66450971	.72694021	0	0
1	7	10	.00026925764	0	.28078818	.2	0	.75200713	0	0
1	7	11	.1163193	0	.2796064	1	.6934557	.75200713	.015164571	0
1	7	12	.0228869	.15040143	.27863726	.30000001	.61033833	0	.02729534	0
1	7	13	.16720898	0	.090798348	1	.55192745	.75200713	.017824333	0
1	7	14	.012385852	.15040143	.16106321	.15000001	.34000677	0	.0036175994	0
1	7	15	0	0	.12403749	.2	0	.75200713	0	0
1	7	16	0	0	.08712399	0	0	.75200713	0	0
1	7	17	.0086611211	.75200713	.15258601	.050000001	.37344021	.14538804	.0055175135	0
1	7	18	.65714848	.30080286	.22923796	.17777778	.64647883	.49298245	.0097710872	0
1	7	19	.021002095	.15040143	.20174792	.30000001	.34957653	0	.18434854	1
1	7	20	.095855713	.15040143	.25178301	.44999999	.64639342	.72694021	.00049767335	0
1	7	21	.35703564	0	.13893248	1	.67625105	.75200713	.00044180726	0
1	7	22	.0023694674	.60160571	.11269525	.056000002	.20374118	0	.018606329	0
1	7	23	.29672191	.15040143	.13674019	.30000001	.55271471	.72694021	.0008340152	0
1	7	24	.36996001	0	.19501661	1	.5798158	.75200713	.016082769	0
1	7	25	.0051158951	0	.30831644	.2	.37019461	.75200713	.0079003191	0
1	7	26	.015213056	.15040143	.15514524	.2	.35412434	0	.00033910721	0
1	7	27	.11147266	.15040143	.15530013	.40000001	.66820645	0	.0045775827	0
1	7	28	.22304016	.15040143	.22119452	.40000001	.70810163	0	.0022021192	0
1	7	29	0	0	.11465517	.2	0	.75200713	0	0
1	7	30	.061121482	.15040143	.21305245	.15000001	.52157742	.72694021	0	0
1	7	31	.099894583	.15040143	.19318025	.15000001	.57587624	.72694021	.00039945776	0
1	7	32	.75200713	.15040143	.17464289	.30000001	.6012212	.72694021	.0036141416	0
1	7	33	.57816625	.30080286	.20912711	.2	.67667031	.73529583	.0057457141	0
1	7	34	.5334695	.30080286	.19934595	.2	.63370997	.25066906	.004601873	0
1	8	1	0	.0097801229	.13562027	.1	0	0	0	0
1	8	2	0	0	.26933759	0	0	.048900615	0	1
1	8	3	.00043072045	.039120492	.054521628	.12	.41539043	.01434418	.02235931	0
1	8	4	.00582173	.0097801229	.49176067	.40000001	.69980687	.047270592	.036749002	0
1	8	5	.00072662189	.0097801229	.66083878	.34999999	.30388215	0	.0048906025	0
1	8	6	.0098225279	0	.46241164	1	.71015912	.048900615	.043338493	0
1	8	7	0	0	.21014664	.40000001	0	.048900615	0	0
1	8	8	.00010505377	0	.49734432	.40000001	.5336467	.048900615	.0034592759	0
1	8	9	.0011555916	.0097801229	.14058328	.35000002	.73576075	.047270592	.055492178	0
1	8	10	.000017508961	0	.62909567	.2	0	.048900615	0	0
1	8	11	.0075638713	0	.62644798	1	.7678104	.048900615	.0023576405	0
1	8	12	.0014882617	.0097801229	.62427664	.30000001	.67578089	0	.034835868	0
1	8	13	.010873065	0	.20343038	1	.61110699	.048900615	.03182419	0
1	8	14	.00080541224	.0097801229	.36085626	.15000001	.37646347	0	.017435309	0
1	8	15	0	0	.27790147	.2	0	.048900615	0	0
1	8	16	0	0	.19519812	0	0	.048900615	.012943425	0
1	8	17	.00056320499	.048900615	.34186342	.050000001	.41348174	.009454119	.023384819	0
1	8	18	.042732261	.019560246	.51359928	.17777778	.71579647	.032057069	.23082407	0
1	8	19	.001365699	.0097801229	.45200887	.30000001	.38705933	0	.0029935942	0
1	8	20	.0062331902	.0097801229	.5641107	.44999999	.71570194	.047270592	.12183176	0
1	8	21	.023216885	0	.31127316	1	.748761	.048900615	.053871926	0
1	8	22	.00015407887	.039120492	.2524896	.056000002	.22558701	0	.0057218829	0
1	8	23	.019294877	.0097801229	.30636141	.30000001	.61197865	.047270592	.043344714	0
1	8	24	.024057314	0	.43692759	1	.64198565	.048900615	.019931706	0
1	8	25	.00033267026	0	.6907717	.2	.40988815	.048900615	0	0
1	8	26	.00098925631	.0097801229	.34759724	.2	.39209479	0	.088516295	0
1	8	27	.0072487104	.0097801229	.34794426	.40000001	.7398538	0	.097606502	0
1	8	28	.014503588	.0097801229	.49557826	.40000001	.78402674	0	.1576528	0
1	8	29	0	0	.25688073	.2	0	.048900615	0	0
1	8	30	.0039745341	.0097801229	.47733626	.15000001	.57750273	.047270592	.032888737	0
1	8	31	.0064958245	.0097801229	.43281332	.15000001	.63762367	.047270592	.050040346	0
1	8	32	.048900615	.0097801229	.39128101	.30000001	.66568619	.047270592	.096692577	0
1	8	33	.0375963	.019560246	.46854168	.2	.7492252	.047813933	.22846997	0
1	8	34	.034689814	.019560246	.44662735	.2	.70165855	.016300205	.17388302	0
1	9	1	0	.0013104839	0	.060000002	0	0	0	0
1	9	2	0	0	0	0	0	.0065524192	0	0
1	9	3	.00005771422	.0052419356	0	.072000004	.38831729	.0019220429	.44103634	1
1	9	4	.00078008045	.0013104839	0	.24000001	.65419686	.0063340049	.12045141	0
1	9	5	.000097363423	.0013104839	0	.21000001	.28407657	0	.0083965454	0
1	9	6	.0013161658	0	0	.60000002	.66387439	.0065524192	.090573609	0
1	9	7	0	0	0	.24000001	0	.0065524192	0	0
1	9	8	.00001407664	0	0	.24000001	.4988662	.0065524192	0	0
1	9	9	.00015484304	.0013104839	0	.21000002	.68780738	.0063340049	.94444788	0
1	9	10	2.3461066e-06	0	0	.12	0	.0065524192	0	0
1	9	11	.0010135181	0	0	.60000002	.71776825	.0065524192	.018214967	0
1	9	12	.00019941907	.0013104839	0	.18000001	.63173676	0	.0047716526	0
1	9	13	.0014569322	0	0	.60000002	.57127798	.0065524192	.010056093	0
1	9	14	.00010792091	.0013104839	0	.090000004	.3519274	0	.16463819	0
1	9	15	0	0	0	.12	0	.0065524192	0	0
1	9	16	0	0	0	0	0	.0065524192	.16666667	0
1	9	17	.000075466436	.0065524192	0	.030000001	.38653302	.001266801	.16600189	0
1	9	18	.0057258932	.0026209678	0	.10666668	.66914433	.0042954748	.25690037	0
1	9	19	.00018299631	.0013104839	0	.18000001	.36183268	0	0	0
1	9	20	.00083521393	.0013104839	0	.27000001	.66905594	.0063340049	.018383922	0
1	9	21	.0031109373	0	0	.60000002	.69996035	.0065524192	.019192854	0
1	9	22	.000020645739	.0052419356	0	.033600003	.21088433	0	.054433107	0
1	9	23	.0025854094	.0013104839	0	.18000001	.57209283	.0063340049	.26708847	0
1	9	24	.0032235505	0	0	.60000002	.60014415	.0065524192	.3340545	0
1	9	25	.000044576023	0	0	.12	.38317361	.0065524192	0	0
1	9	26	.00013255501	.0013104839	0	.12	.36653996	0	.10858715	0
1	9	27	.00097128813	.0013104839	0	.24000001	.69163376	0	.021323701	0
1	9	28	.0019434027	.0013104839	0	.24000001	.73292768	0	.14083344	0
1	9	29	0	0	0	.12	0	.0065524192	0	0
1	9	30	.00053256616	.0013104839	0	.090000004	.53986394	.0063340049	.011366572	0
1	9	31	.00087040552	.0013104839	0	.090000004	.59606647	.0063340049	.038635761	0
1	9	32	.0065524192	.0013104839	0	.18000001	.62230003	.0063340049	.23704505	0
1	9	33	.0050377017	.0026209678	0	.12	.70039433	.0064068097	.23047669	0
1	9	34	.0046482482	.0026209678	0	.12	.65592784	.0021841398	.14884245	0
1	10	1	0	.11561107	.11184211	.1	0	0	0	0
1	10	2	0	0	.22211492	0	0	.57805532	0	0
1	10	3	.0050915563	.46244428	.04496241	.12	.42411289	.16956289	.0020342343	0
1	10	4	.068818808	.11561107	.40554079	.40000001	.71450156	.55878681	.00019430279	0
1	10	5	.0085894149	.11561107	.54497463	.34999999	.31026313	0	0	0
1	10	6	.11611233	0	.38133752	1	.72507119	.57805532	.00038860558	0
1	10	7	0	0	.17330186	.40000001	0	.57805532	0	0
1	10	8	.0012418431	0	.41014546	.40000001	.54485232	.57805532	.62800002	1
1	10	9	.013660274	.11561107	.11593496	.35000002	.75121039	.55878681	0	0
1	10	10	.00020697384	0	.51879704	.2	0	.57805532	0	0
1	10	11	.089412704	0	.51661354	1	.78393304	.57805532	.045223501	0
1	10	12	.017592778	.11561107	.5148229	.30000001	.68997109	0	.0095198285	0
1	10	13	.12853076	0	.16776316	1	.62393916	.57805532	.043134827	0
1	10	14	.0095207971	.11561107	.29758772	.15000001	.38436854	0	0	0
1	10	15	0	0	.22917731	.2	0	.57805532	0	0
1	10	16	0	0	.16097425	0	0	.57805532	0	0
1	10	17	.0066576595	.57805532	.28192487	.050000001	.42216414	.11175736	.0063992217	0
1	10	18	.50513905	.23122214	.42355049	.17777778	.73082691	.37894738	.0029012498	0
1	10	19	.016143961	.11561107	.37275863	.30000001	.39518687	0	.72425056	0
1	10	20	.073682688	.11561107	.46520576	.44999999	.73073035	.55878681	.0016431685	0
1	10	21	.27444732	0	.25669795	1	.76448363	.57805532	0	0
1	10	22	.00182137	.46244428	.20822087	.056000002	.23032393	0	.081910037	0
1	10	23	.22808518	.11561107	.2526474	.30000001	.62482911	.55878681	.00068841717	0
1	10	24	.28438208	0	.36032155	1	.6554662	.57805532	.019235384	0
1	10	25	.0039325031	0	.56965947	.2	.41849506	.57805532	.0086948304	0
1	10	26	.011694022	.11561107	.2866534	.2	.40032807	0	0	0
1	10	27	.085687175	.11561107	.28693956	.40000001	.75538945	0	.013434497	0
1	10	28	.17144725	.11561107	.40868905	.40000001	.8004899	0	.0030585218	0
1	10	29	0	0	.2118421	.2	0	.57805532	0	0
1	10	30	.046983063	.11561107	.39364541	.15000001	.58962929	.55878681	0	0
1	10	31	.0767873	.11561107	.35692862	.15000001	.65101266	.55878681	0	0
1	10	32	.57805532	.11561107	.32267815	.30000001	.67966443	.55878681	.00081979152	0
1	10	33	.44442675	.23122214	.38639277	.2	.76495761	.56520963	.0014906831	0
1	10	34	.41006911	.23122214	.36832064	.2	.7163921	.19268511	.00054652768	0
1	11	1	0	.0024626208	.17298798	.060000002	0	0	0	0
1	11	2	0	0	.34354872	0	0	.012313104	0	0
1	11	3	.00010845478	.0098504834	.069544077	.072000004	.40433541	.0036118438	.010288707	0
1	11	4	.0014659031	.0024626208	.62725645	.24000001	.6811825	.011902667	.047169894	0
1	11	5	.00018296235	.0024626208	.84292096	.21000001	.29579476	0	.10487597	0
1	11	6	.0024732982	0	.5898208	.60000002	.69125921	.012313104	.062802739	0
1	11	7	0	0	.26804876	.24000001	0	.012313104	0	0
1	11	8	.000026452388	0	.63437855	.24000001	.51944447	.012313104	0	0
1	11	9	.00029097628	.0024626208	.17931846	.21000002	.71617949	.011902667	.012467011	0
1	11	10	4.4087310e-06	0	.80243164	.12	0	.012313104	0	0
1	11	11	.0019045719	0	.79905438	.60000002	.74737626	.012313104	.057024896	0
1	11	12	.00037474217	.0024626208	.79628479	.18000001	.65779597	0	.59438431	1
1	11	13	.002737822	0	.25948197	.60000002	.59484327	.012313104	.00097367709	0
1	11	14	.00020280165	.0024626208	.46028367	.090000004	.36644444	0	.01449184	0
1	11	15	0	0	.35447222	.12	0	.012313104	0	0
1	11	16	0	0	.24898145	0	0	.012313104	.064549722	0
1	11	17	.00014181421	.012313104	.43605769	.030000001	.40247753	.0023805334	.014100711	0
1	11	18	.010759922	.0049252417	.65511227	.10666668	.69674659	.0080719236	.048958346	0
1	11	19	.00034388105	.0024626208	.57655174	.18000001	.37675831	0	0	0
1	11	20	.0015695083	.0024626208	.71954119	.27000001	.69665456	.011902667	.60769236	0
1	11	21	.0058459779	0	.39703885	.60000002	.72883379	.012313104	.1417648	0
1	11	22	.000038796836	.0098504834	.32205856	.033600003	.21958333	0	.0026352315	0
1	11	23	.0048584216	.0024626208	.39077377	.18000001	.59569174	.011902667	.14254531	0
1	11	24	.0060575968	0	.55731511	.60000002	.62490016	.012313104	.012622316	0
