m	u	d	attr1	attr2	attr3	attr4	attr5	attr6	attr7	match
4	17	32	.031306535	.020100258	.40312317	.30000001	.35408252	0	.29268822	0
4	17	33	.0031109201	0	.66588962	.60000002	.63795531	.10050129	.068971813	0
4	17	34	.0021358556	.020100258	.53707057	.60000002	.55753416	0	.16425502	0
4	17	35	.0010911437	0	.69575047	.40000001	.41387498	.10050129	0	0
4	17	36	.00020894239	.020100258	.3869015	0	.32836366	0	0	0
4	17	37	.00051074807	0	.62853974	.40000001	.51734382	.10050129	.58601004	0
4	17	38	.0021126398	.020100258	.49608546	.15000001	.75118548	0	.21341115	0
4	17	39	.002994841	0	.47144708	.60000002	.65849942	.10050129	.39098918	0
4	17	40	.00017411867	.020100258	.38463953	.2	.33339933	0	.35604182	0
4	17	41	.0024376612	0	.48757192	.60000002	.60481626	.10050129	0	0
4	17	42	0	0	.26074699	0	0	.10050129	0	0
4	17	43	.00088220119	0	.56461728	.40000001	.68329507	.10050129	0	0
4	17	44	.00016251075	0	.3913694	.60000002	.67571431	.10050129	.068353601	0
4	17	45	.010702494	.020100258	.60928273	.2	.57860917	.098108403	.49548325	0
4	17	46	.00078933797	.020100258	.55146837	.1	.27028573	0	.71321511	1
4	17	47	.0039621671	.040200517	.38324267	.34999999	.34972602	0	.31283244	0
4	17	48	.0061831474	.040200517	.35892048	.17777778	.45640558	0	.31863332	0
4	17	49	.0043297508	.020100258	.5410769	.35000002	.68958348	0	.4044894	0
4	18	1	.002088211	.030993825	.53932589	.07	.41437268	.0040341173	.15338242	0
4	18	2	.0035368328	.0061987652	.56882882	.18000001	.54040855	.030255876	.88223147	0
4	18	3	.000078755387	0	.69999999	.24000001	0	.030993825	0	0
4	18	4	.0013603204	0	.48151514	0	.67586786	.030993825	.33669525	0
4	18	5	.00043315464	.018596295	.085141845	.060000002	.49743715	.010331275	.096804649	0
4	18	6	.0035941096	0	.44099998	.48000002	.65540743	.030993825	.77719307	1
4	18	7	.000042957483	0	.34999999	.36000001	.51199996	.030993825	0	0
4	18	8	.010098589	.018596295	.58819669	.082500003	.60940987	.015496912	.73706877	0
4	18	9	.00012887246	0	.4375	.48000002	.67279339	.030993825	0	0
4	18	10	.00082514167	.018596295	.23617886	.060000002	.28196615	0	.00217117	0
4	18	11	.00055128767	.01239753	.31392953	.10666668	.35555556	0	.25836372	0
4	18	12	.018088089	.018596295	.54818261	.090000004	.58232629	.029517928	.6766454	0
4	18	13	.0005465147	.01239753	.62850428	.06666667	.58363456	.010085292	.27281284	0
4	18	14	.023282168	.01239753	.4947972	.13333334	.61662048	.0098393094	.41236448	0
4	18	15	.010202402	.0061987652	.58710015	.18000001	.67117673	0	.20683631	0
4	18	16	.0025631299	.0061987652	.66630435	.24000001	.58243108	.030993825	.003712879	0
4	18	17	.00043673441	.01239753	.44961435	.24000001	.56553721	.010085292	.39890018	0
4	18	18	.030993825	0	.57611996	.60000002	.67377496	.030993825	.216194	0
4	18	19	0	.0061987652	.16864687	.060000002	0	0	0	0
4	18	20	.0034580776	0	.53364193	.60000002	.68675178	.030993825	.08170329	0
4	18	21	.0022337893	.0061987652	.57484847	.15000001	.57539564	.030255876	.47158474	0
4	18	22	.00075175596	0	.33317831	.36000001	.56115842	.030993825	0	0
4	18	23	.0074827573	.01239753	.64936042	.093333341	.47885922	.030501859	.0037148355	0
4	18	24	.0023841404	.01239753	.4714855	.13333334	.58959895	0	.56519181	0
4	18	25	.000093074552	.0061987652	.64166665	.030000001	.17066666	0	.61510861	0
4	18	26	0	.01239753	.090517238	.026666669	0	0	0	0
4	18	27	0	0	.34999999	.12	0	.030993825	0	0
4	18	28	.00058947213	.030993825	.48549914	.21000002	.50294447	.0020662551	.078431837	0
4	18	29	.00062288356	0	.58923149	.60000002	.67800003	.030993825	.31840119	0
4	18	30	.000021478741	.0061987652	.41805553	.060000002	0	0	.37370467	0
4	18	31	.00022910658	0	.40061277	.24000001	.60614878	.030993825	.14800911	0
4	18	32	.0096546942	.0061987652	.3911002	.18000001	.32852355	0	.089554593	0
4	18	33	.00095938385	0	.64602971	.36000001	.5919053	.030993825	.10672598	0
4	18	34	.00065868144	.0061987652	.52105266	.36000001	.51728922	0	.09653841	0
4	18	35	.00033650029	0	.67500001	.24000001	.38399994	.030993825	0	0
4	18	36	.00006443623	.0061987652	.37536231	0	.30466115	0	0	0
4	18	37	.00015751077	0	.60979384	.24000001	.48000002	.030993825	.61025715	0
4	18	38	.00065152184	.0061987652	.48128992	.090000004	.69696206	0	.14948383	0
4	18	39	.0009235859	0	.45738637	.36000001	.61096644	.030993825	.31079909	0
4	18	40	.000053696858	.0061987652	.37316784	.12	.30933332	0	.392353	0
4	18	41	.00075175596	0	.4730303	.36000001	.56115842	.030993825	0	0
4	18	42	0	0	.25297031	0	0	.030993825	0	0
4	18	43	.00027206406	0	.54777777	.24000001	.63397229	.030993825	0	0
4	18	44	.000050117065	0	.37969697	.36000001	.62693876	.030993825	0	0
4	18	45	.0033005667	.0061987652	.59111112	.12	.536843	.030255876	.58031654	0
4	18	46	.00024342575	.0061987652	.53502107	.060000002	.25077552	0	.64561474	0
4	18	47	.0012219017	.01239753	.37181261	.21000001	.32448149	0	.23771845	0
4	18	48	.0019068351	.01239753	.34821582	.10666668	.42346051	0	.19281505	0
4	18	49	.0013352619	.0061987652	.52493948	.21000002	.63980675	0	.4377012	0
4	19	1	.067375064	1	.50908208	.11666667	.47611079	.13015874	.32533443	0
4	19	2	.11411411	.2	.5369305	.30000001	.62092495	.97619045	.75474072	0
4	19	3	.0025410026	0	.66074598	.40000001	0	1	.0042512794	0
4	19	4	.043890044	0	.45451313	0	.77656657	1	.43273222	0
4	19	5	.013975514	.60000002	.080367334	.1	.57155114	.33333334	.11276057	0
4	19	6	.11596212	0	.41626996	.80000001	.75305772	1	.55083853	0
4	19	7	.0013860014	0	.33037299	.60000002	.58828372	1	0	0
4	19	8	.32582584	.60000002	.55521232	.1375	.70020688	.5	.60061288	0
4	19	9	.0041580042	0	.41296625	.80000001	.77303404	1	.20965604	0
4	19	10	.026622776	.60000002	.22293462	.1	.32397678	0	.12913176	0
4	19	11	.017787017	.40000001	.29632524	.17777778	.40853038	0	.22191225	0
4	19	12	.58360302	.60000002	.51744205	.15000001	.66908813	.95238096	.78515315	1
4	19	13	.017633019	.40000001	.59325957	.11111111	.67059129	.32539684	.27997583	0
4	19	14	.75118732	.40000001	.46705037	.22222222	.70849186	.31746033	.5583638	1
4	19	15	.32917532	.2	.55417728	.30000001	.77117652	0	.20916858	0
4	19	16	.082698084	.2	.62893987	.40000001	.66920853	1	.023719074	0
4	19	17	.014091014	.40000001	.42440125	.40000001	.64979762	.32539684	.45892632	0
4	19	18	1	0	.54381275	1	.77416182	1	.28228152	0
4	19	19	0	.2	.15918963	.1	0	0	0	0
4	19	20	.11157311	0	.50371683	1	.7890721	1	.13467875	0
4	19	21	.072072074	.2	.54261261	.25	.66112489	.97619045	.47702396	0
4	19	22	.024255024	0	.31449461	.60000002	.64476633	1	0	0
4	19	23	.24142736	.40000001	.61294615	.15555556	.55020529	.98412699	.19764195	0
4	19	24	.07692308	.40000001	.44504592	.22222222	.67744428	0	.56826919	0
4	19	25	.0030030031	.2	.6056838	.050000001	.19609459	0	.61315328	0
4	19	26	0	.40000001	.085441284	.044444446	0	0	0	0
4	19	27	0	0	.33037299	.2	0	1	0	0
4	19	28	.019019019	1	.45827371	.35000002	.57787907	.06666667	.23209202	0
4	19	29	.020097021	0	.55618906	1	.77901644	1	.27942261	0
4	19	30	.00069300068	.2	.39461216	.1	0	0	.342228	0
4	19	31	.0073920074	0	.37814754	.40000001	.69645995	1	.27655718	0
4	19	32	.3115038	.2	.3691684	.30000001	.37747082	0	.11610803	0
4	19	33	.030954031	0	.60980219	.60000002	.6800943	1	.14683253	0
4	19	34	.021252021	.2	.49183348	.60000002	.59436107	0	.12752436	0
4	19	35	.010857011	0	.6371479	.40000001	.44121277	1	0	0
4	19	36	.0020790021	.2	.35431305	0	.35005316	0	.099479944	0
4	19	37	.0050820052	0	.5755983	.40000001	.55151606	1	.76712531	0
4	19	38	.021021022	.2	.45430055	.15000001	.80080366	0	.33683974	0
4	19	39	.029799029	0	.43173745	.60000002	.70199543	1	.53083163	0
4	19	40	.0017325018	.2	.35224164	.2	.35542142	0	.40452012	0
4	19	41	.024255024	0	.44650412	.60000002	.64476633	1	0	0
4	19	42	0	0	.23878445	0	0	1	0	0
4	19	43	.0087780086	0	.51705998	.40000001	.72842896	1	.0032136652	0
4	19	44	.0016170016	0	.35840464	.60000002	.72034746	1	.1657999	0
4	19	45	.1064911	.2	.55796325	.2	.61682814	.97619045	.50353533	0
4	19	46	.0078540081	.2	.50501859	.1	.28813899	0	.68918872	0
4	19	47	.039424039	.40000001	.35096243	.34999999	.37282658	0	.37924939	0
4	19	48	.061523065	.40000001	.32868886	.17777778	.48655263	0	.36601952	0
4	19	49	.043081544	.2	.49550238	.35000002	.73513269	0	.42524266	0
4	20	1	.00026950028	.0040000002	.77046561	.07	.39327034	.00052063499	.017411048	0
4	20	2	.00045645647	.00080000004	.81261259	.18000001	.51288772	.003904762	.0041237902	0
4	20	3	.000010164011	0	1	.24000001	0	.0040000002	.6401844	0
4	20	4	.00017556018	0	.68787879	0	.64144862	.0040000002	.12584388	0
4	20	5	.000055902059	.0024000001	.12163121	.060000002	.47210467	.0013333334	.0095955562	0
4	20	6	.0004638485	0	.63	.48000002	.62203014	.0040000002	.10217649	0
4	20	7	5.5440055e-06	0	.5	.36000001	.48592588	.0040000002	0	0
4	20	8	.0013033034	.0024000001	.84028101	.082500003	.57837504	.0020000001	.32503778	0
4	20	9	.000016632017	0	.625	.48000002	.63853073	.0040000002	0	0
4	20	10	.00010649111	.0024000001	.33739838	.060000002	.26760677	0	.026228409	0
4	20	11	.000071148068	.0016000001	.44847074	.10666668	.33744854	0	.066389494	0
4	20	12	.0023344122	.0024000001	.78311801	.090000004	.55267078	.003809524	.049989983	0
4	20	13	.000070532078	.0016000001	.89786327	.06666667	.5539124	.0013015874	.5577209	1
4	20	14	.0030047495	.0016000001	.70685315	.13333334	.58521849	.0012698413	.037589863	0
4	20	15	.0013167014	.00080000004	.83871454	.18000001	.63699639	0	.34614432	0
4	20	16	.00033079236	.00080000004	.95186335	.24000001	.5527702	.0040000002	.085366055	0
4	20	17	.000056364057	.0016000001	.64230621	.24000001	.53673667	.0013015874	.0063622035	0
4	20	18	.0040000002	0	.8230285	.60000002	.63946229	.0040000002	.73727149	0
4	20	19	0	.00080000004	.24092411	.060000002	0	0	0	0
4	20	20	.00044629248	0	.76234567	.60000002	.65177828	.0040000002	.28657615	0
4	20	21	.00028828831	.00080000004	.82121211	.15000001	.54609311	.003904762	.13283908	0
4	20	22	.0000970201	0	.47596902	.36000001	.53258085	.0040000002	0	0
4	20	23	.00096570951	.0016000001	.92765778	.093333341	.45447284	.0039365082	.0048261909	0
4	20	24	.00030769233	.0016000001	.67355072	.13333334	.55957305	0	.074090324	0
4	20	25	.000012012013	.00080000004	.91666669	.030000001	.16197529	0	.057259832	0
4	20	26	0	.0016000001	.12931034	.026666669	0	0	0	0
4	20	27	0	0	.5	.12	0	.0040000002	0	0
4	20	28	.000076076081	.0040000002	.6935702	.21000002	.47733155	.0002666667	.049787819	0
4	20	29	.00008038809	0	.84175932	.60000002	.64347219	.0040000002	.070128687	0
4	20	30	2.7720027e-06	.00080000004	.59722221	.060000002	0	0	0	0
4	20	31	.000029568031	0	.57230395	.24000001	.57528007	.0040000002	0	0
4	20	32	.0012460153	.00080000004	.55871457	.18000001	.31179315	0	.22718298	0
4	20	33	.00012381613	0	.9228996	.36000001	.56176198	.0040000002	.056562934	0
4	20	34	.000085008091	.00080000004	.74436092	.36000001	.49094579	0	.23070177	0
4	20	35	.000043428048	0	.96428573	.24000001	.3644444	.0040000002	0	0
4	20	36	8.3160085e-06	.00080000004	.53623188	0	.28914601	0	.025607375	0
4	20	37	.000020328021	0	.87113404	.24000001	.45555556	.0040000002	0	0
4	20	38	.000084084088	.00080000004	.68755704	.090000004	.66146863	0	.058989324	0
4	20	39	.00011919612	0	.65340912	.36000001	.5798524	.0040000002	.0072603053	0
4	20	40	6.9300077e-06	.00080000004	.53309691	.12	.29358023	0	.012098348	0
4	20	41	.0000970201	0	.67575759	.36000001	.53258085	.0040000002	0	0
4	20	42	0	0	.36138615	0	0	.0040000002	0	0
4	20	43	.000035112036	0	.78253973	.24000001	.60168666	.0040000002	0	0
4	20	44	6.4680066e-06	0	.54242426	.36000001	.59501129	.0040000002	.12803689	0
4	20	45	.00042596445	.00080000004	.84444445	.12	.50950372	.003904762	.060497366	0
4	20	46	.000031416035	.00080000004	.76431584	.060000002	.23800452	0	0	0
4	20	47	.00015769617	.0016000001	.53116089	.21000001	.30795696	0	.0017791589	0
4	20	48	.00024609227	.0016000001	.49745119	.10666668	.40189537	0	.065614328	0
4	20	49	.00017232618	.00080000004	.74991357	.21000002	.60722399	0	.43687397	0
4	21	1	.017535975	.26027396	.77046561	.093333334	.40808776	.033876929	0	0
4	21	2	.029700933	.052054793	.81261259	.24000001	.53221202	.25407696	0	0
4	21	3	.00066135684	0	1	.32000002	0	.26027396	0	0
4	21	4	.011423436	0	.68787879	0	.66561675	.26027396	0	0
4	21	5	.0036374624	.15616438	.12163121	.080000006	.48989236	.086757988	0	0
4	21	6	.03018192	0	.63	.64000005	.64546663	.26027396	0	0
4	21	7	.00036074006	0	.5	.48000002	.50423431	.26027396	.14322297	0
4	21	8	.084803984	.15616438	.84028101	.11000001	.60016674	.13013698	0	0
4	21	9	.0010822202	0	.625	.64000005	.66258895	.26027396	0	0
4	21	10	.0069292155	.15616438	.33739838	.080000006	.27768949	0	.00027023396	0
4	21	11	.0046294974	.10410959	.44847074	.14222223	.35016274	0	0	0
4	21	12	.15189667	.15616438	.78311801	.12	.57349402	.24787997	0	0
4	21	13	.0045894156	.10410959	.89786327	.088888891	.57478237	.084692322	0	0
4	21	14	.1955145	.10410959	.70685315	.17777778	.60726804	.082626656	.23098123	0
4	21	15	.085675769	.052054793	.83871454	.24000001	.66099679	0	0	0
4	21	16	.021524157	.052054793	.95186335	.32000002	.57359719	.26027396	.0029822236	0
4	21	17	.0036675241	.10410959	.64230621	.32000002	.55695957	.084692322	0	0
4	21	18	.26027396	0	.8230285	.80000001	.66355562	.26027396	0	0
4	21	19	0	.052054793	.24092411	.080000006	0	0	0	0
4	21	20	.029039577	0	.76234567	.80000001	.67633557	.26027396	0	0
4	21	21	.018758485	.052054793	.82121211	.2	.56666845	.25407696	0	0
4	21	22	.0063129514	0	.47596902	.48000002	.55264711	.26027396	.023781482	0
4	21	23	.062837258	.10410959	.92765778	.12444445	.47159621	.25614262	0	0
4	21	24	.020021075	.10410959	.67355072	.17777778	.58065629	0	0	0
4	21	25	.00078160351	.052054793	.91666669	.040000003	.16807811	0	0	0
4	21	26	0	.10410959	.12931034	.035555556	0	0	0	0
4	21	27	0	0	.5	.16000001	0	.26027396	0	1
4	21	28	.0049501555	.26027396	.6935702	.28000003	.49531618	.017351598	.00061633356	0
4	21	29	.0052307313	0	.84175932	.80000001	.66771656	.26027396	0	0
4	21	30	.00018037003	.052054793	.59722221	.080000006	0	0	0	0
4	21	31	.001923947	0	.57230395	.32000002	.59695512	.26027396	0	0
4	21	32	.081076331	.052054793	.55871457	.24000001	.32354072	0	0	0
4	21	33	.0080565279	0	.9228996	.48000002	.5829277	.26027396	0	0
4	21	34	.0055313478	.052054793	.74436092	.48000002	.5094434	0	0	0
4	21	35	.0028257973	0	.96428573	.32000002	.37817571	.26027396	.038980357	0
4	21	36	.00054111012	.052054793	.53623188	0	.30004027	0	0	0
4	21	37	.0013227137	0	.87113404	.32000002	.4727197	.26027396	0	0
4	21	38	.0054712244	.052054793	.68755704	.12	.68639106	0	.042541612	0
4	21	39	.0077559114	0	.65340912	.48000002	.60169977	.26027396	0	0
4	21	40	.00045092512	.052054793	.53309691	.16000001	.30464157	0	0	0
4	21	41	.0063129514	0	.67575759	.48000002	.55264711	.26027396	.023781482	0
4	21	42	0	0	.36138615	0	0	.26027396	0	0
4	21	43	.002284687	0	.78253973	.32000002	.62435663	.26027396	.90636063	0
4	21	44	.00042086342	0	.54242426	.48000002	.61742979	.26027396	0	0
4	21	45	.027716862	.052054793	.84444445	.16000001	.52870053	.25407696	0	0
4	21	46	.0020441939	.052054793	.76431584	.080000006	.24697192	0	0	0
4	21	47	.010261051	.10410959	.53116089	.28	.31955999	0	0	0
4	21	48	.016012851	.10410959	.49745119	.14222223	.41703776	0	0	0
4	21	49	.011213005	.052054793	.74991357	.28000003	.63010263	0	0	0
4	22	1	.0053399024	.079256363	.39851668	.11666667	.46513742	.010315908	.17772792	0
4	22	2	.00904427	.015851272	.42031685	.30000001	.60661393	.077369303	.03025399	0
4	22	3	.00020139062	0	.51724136	.40000001	0	.079256363	0	0
4	22	4	.0034785653	0	.35579935	0	.7586683	.079256363	0	0
4	22	5	.0011076484	.047553819	.062912695	.1	.5583781	.026418788	.0051643085	0
4	22	6	.0091907354	0	.32586205	.80000001	.73570126	.079256363	0	0
4	22	7	.00010984942	0	.25862068	.60000002	.57472503	.079256363	0	0
4	22	8	.025823772	.047553819	.4346281	.1375	.68406856	.039628182	.002557232	0
4	22	9	.00032954829	0	.32327586	.80000001	.75521725	.079256363	0	0
4	22	10	.0021100244	.047553819	.17451639	.1	.31650978	0	.025677543	0
4	22	11	.0014097343	.031702545	.23196761	.17777778	.39911464	0	.031839848	0
4	22	12	.046254255	.047553819	.40506104	.15000001	.65366703	.075482249	.026133854	0
4	22	13	.0013975289	.031702545	.464412	.11111111	.65513557	.025789769	.12932551	0
4	22	14	.059536375	.031702545	.3656137	.22222222	.69216257	.02516075	.080647379	0
4	22	15	.02608924	.015851272	.43381783	.30000001	.75340253	0	.076316029	0
4	22	16	.0065543493	.015851272	.4923431	.40000001	.65378463	.079256363	.23136927	0
4	22	17	.0011168026	.031702545	.33222735	.40000001	.63482112	.025789769	.059558455	0
4	22	18	.079256363	0	.42570439	1	.75631905	.079256363	.039999008	0
4	22	19	0	.015851272	.12461592	.1	0	0	0	0
4	22	20	.008842879	0	.3943167	1	.77088565	.079256363	.015402581	0
4	22	21	.0057121706	.015851272	.42476487	.25	.64588732	.077369303	.0033377868	0
4	22	22	.001922365	0	.24619086	.60000002	.62990582	.079256363	.21612151	0
4	22	23	.019134656	.031702545	.47982296	.15555556	.53752422	.077998325	.0073409751	0
4	22	24	.0060966434	.031702545	.34838828	.22222222	.6618306	0	.04293951	0
4	22	25	.00023800711	.015851272	.47413793	.050000001	.19157501	0	0	0
4	22	26	0	.031702545	.066884659	.044444446	0	0	0	1
4	22	27	0	0	.25862068	.2	0	.079256363	0	0
4	22	28	.0015073783	.079256363	.35874319	.35000002	.56456017	.005283758	.11092069	0
4	22	29	.0015928168	0	.43539274	1	.76106173	.079256363	.0057166195	0
4	22	30	.000054924712	.015851272	.30890802	.1	0	0	0	0
4	22	31	.0005858636	0	.29601929	.40000001	.680408	.079256363	.037203267	0
4	22	32	.024688657	.015851272	.28899029	.30000001	.36877093	0	.015805077	0
4	22	33	.0024533039	0	.47736186	.60000002	.66441959	.079256363	.055329502	0
4	22	34	.0016843579	.015851272	.38501427	.60000002	.58066231	0	.058237676	0
4	22	35	.00086048723	0	.49876845	.40000001	.43104374	.079256363	0	0
4	22	36	.00016477414	.015851272	.2773613	0	.34198517	0	0	0
4	22	37	.00040278124	0	.45058656	.40000001	.53880477	.079256363	0	0
4	22	38	.0016660497	.015851272	.35563293	.15000001	.78234684	0	.098095067	0
4	22	39	.0023617626	0	.33797023	.60000002	.68581593	.079256363	.11008076	0
4	22	40	.00013731178	.015851272	.27573976	.2	.34722972	0	.071007162	0
4	22	41	.001922365	0	.34952977	.60000002	.62990582	.079256363	.21612151	0
4	22	42	0	0	.18692386	0	0	.079256363	0	0
4	22	43	.00069571304	0	.40476191	.40000001	.71164018	.079256363	0	0
4	22	44	.00012815767	0	.28056425	.60000002	.70374495	.079256363	.438357	0
4	22	45	.0084400978	.015851272	.43678159	.2	.60261154	.077369303	.11709538	0
4	22	46	.00062248012	.015851272	.39533576	.1	.28149799	0	0	0
4	22	47	.0031246061	.031702545	.27473837	.34999999	.3642337	0	.042203773	0
4	22	48	.0048760944	.031702545	.25730231	.17777778	.47533861	0	.02224426	0
4	22	49	.0034144865	.015851272	.38788632	.35000002	.71818942	0	.12350547	0
4	23	1	.029673135	.44041717	.57189196	.11666667	.45360225	.057324141	.18486683	0
4	23	2	.050257813	.088083439	.60317636	.30000001	.5915702	.42993104	.90788043	0
4	23	3	.0011191012	0	.74226803	.40000001	0	.44041717	.0070380662	0
4	23	4	.01932993	0	.51059043	0	.73985374	.44041717	.37181666	0
4	23	5	.0061550564	.26425031	.090282962	.1	.54453063	.14680573	.12565044	0
4	23	6	.051071707	0	.46762887	.80000001	.71745628	.44041717	.70564228	0
4	23	7	.00061041879	0	.37113401	.60000002	.56047213	.44041717	0	0
4	23	8	.1434993	.26425031	.62371373	.1375	.66710401	.22020859	.746746	0
4	23	9	.0018312564	0	.46391752	.80000001	.73648822	.44041717	.054516628	0
4	23	10	.011725128	.26425031	.25044003	.1	.30866051	0	.018154599	0
4	23	11	.0078337081	.17616688	.3328855	.17777778	.38921678	0	.26211524	0
4	23	12	.25702879	.26425031	.58128345	.15000001	.63745642	.41944492	.71024841	0
4	23	13	.0077658845	.17616688	.66645521	.11111111	.63888848	.14331035	.29556274	0
4	23	14	.33083579	.17616688	.52467448	.22222222	.67499733	.13981497	.46068898	0
4	23	15	.14497447	.088083439	.62255096	.30000001	.7347185	0	.23829713	0
4	23	16	.036421657	.088083439	.70653772	.40000001	.6375711	.44041717	.0075693903	0
4	23	17	.0062059243	.17616688	.47676337	.40000001	.61907786	.14331035	.4307836	0
4	23	18	.44041717	0	.61090773	1	.73756272	.44041717	.24037006	0
4	23	19	0	.088083439	.17883027	.1	0	0	0	0
4	23	20	.049138717	0	.5658648	1	.75176805	.44041717	.10680758	0
4	23	21	.031741779	.088083439	.60955948	.25	.62986964	.42993104	.49832168	0
4	23	22	.01068233	0	.35329658	.60000002	.61428452	.44041717	0	0
4	23	23	.10632876	.17616688	.68857074	.15555556	.52419388	.43342641	.027222419	0
4	23	24	.033878244	.17616688	.49995518	.22222222	.64541757	0	.61489546	0
4	23	25	.0013225741	.088083439	.68041235	.050000001	.18682404	0	.61343122	0
4	23	26	0	.17616688	.095982932	.044444446	0	0	0	0
4	23	27	0	0	.37113401	.2	0	.44041717	0	0
4	23	28	.0083763022	.44041717	.51481497	.35000002	.55055934	.029361146	.10105582	0
4	23	29	.0088510728	0	.62481105	1	.74218774	.44041717	.35208157	0
4	23	30	.0003052094	.088083439	.44329894	.1	0	0	.36949849	0
4	23	31	.003255567	0	.42480293	.40000001	.66353422	.44041717	.20348674	0
4	23	32	.13719162	.088083439	.41471595	.30000001	.35962558	0	.09888155	0
4	23	33	.013632687	0	.68503886	.60000002	.6479423	.44041717	.090732433	0
4	23	34	.0093597546	.088083439	.55251533	.60000002	.56626219	0	.11617852	0
4	23	35	.0047816141	0	.71575844	.40000001	.42035407	.44041717	0	0
4	23	36	.00091562822	.088083439	.39802778	0	.33350411	0	.011964712	0
4	23	37	.0022382024	0	.64661497	.40000001	.52544266	.44041717	.62637472	1
4	23	38	.0092580188	.088083439	.5103516	.15000001	.762945	0	.21489014	0
4	23	39	.013124004	0	.48500469	.60000002	.66880798	.44041717	.37554568	0
4	23	40	.0007630235	.088083439	.39570078	.2	.33861858	0	.42562225	0
4	23	41	.01068233	0	.50159323	.60000002	.61428452	.44041717	0	0
4	23	42	0	0	.2682454	0	0	.44041717	0	0
4	23	43	.0038659857	0	.58085424	.40000001	.69399184	.44041717	.005320278	0
4	23	44	.00071215525	0	.40262419	.60000002	.68629241	.44041717	.042228397	0
4	23	45	.046900511	.088083439	.62680411	.2	.58766711	.42993104	.62642896	0
4	23	46	.0034590401	.088083439	.5673272	.1	.27451697	0	.65712494	0
4	23	47	.017363023	.17616688	.39426374	.34999999	.35520089	0	.27670878	0
4	23	48	.027095813	.17616688	.3692421	.17777778	.46355045	0	.23405957	0
4	23	49	.018973852	.088083439	.55663687	.35000002	.70037866	0	.4610199	0
4	24	1	.00013184943	.0019569471	0	.023333333	.23979898	.00025471376	0	0
4	24	2	.00022331529	.00039138945	0	.060000002	.31273642	.0019103531	0	0
4	24	3	4.9726077e-06	0	0	.080000006	0	.0019569471	0	0
4	24	4	.000085890497	0	0	0	.3911272	.0019569471	0	0
4	24	5	.000027349342	.0011741683	0	.020000001	.28786871	.00065231574	0	0
4	24	6	.00022693173	0	0	.16000001	.37928668	.0019569471	0	0
4	24	7	2.7123315e-06	0	0	.12	.29629627	.0019569471	.25819889	1
4	24	8	.00063762395	.0011741683	0	.027500002	.35266772	.00097847357	0	0
4	24	9	8.1369944e-06	0	0	.16000001	.389348	.0019569471	0	0
4	24	10	.000052099367	.0011741683	0	.020000001	.16317484	0	0	0
4	24	11	.00003480825	.00078277889	0	.035555556	.2057613	0	0	0
4	24	12	.0011420803	.0011741683	0	.030000001	.33699435	.0018637592	0	0
4	24	13	.000034506887	.00078277889	0	.022222223	.33775145	.00063678442	0	0
4	24	14	.0014700339	.00078277889	0	.044444446	.35684055	.0006212531	.094280906	0
4	24	15	.00064417871	.00039138945	0	.060000002	.38841242	0	0	0
4	24	16	.00016183578	.00039138945	0	.080000006	.337055	.0019569471	0	0
4	24	17	.00002757537	.00078277889	0	.080000006	.32727847	.00063678442	0	0
4	24	18	.0019569471	0	0	.2	.38991603	.0019569471	0	0
4	24	19	0	.00039138945	0	.020000001	0	0	0	0
4	24	20	.00021834268	0	0	.2	.39742577	.0019569471	0	0
4	24	21	.00014104124	.00039138945	0	.050000001	.33298358	.0019103531	0	0
4	24	22	.000047465801	0	0	.12	.3247444	.0019569471	.064309016	0
4	24	23	.00047246058	.00078277889	0	.031111112	.27711758	.0019258845	0	0
4	24	24	.0001505344	.00078277889	0	.044444446	.34120306	0	0	0
4	24	25	5.8767182e-06	.00039138945	0	.010000001	.098765418	0	0	0
4	24	26	0	.00078277889	0	.0088888891	0	0	0	0
4	24	27	0	0	0	.040000003	0	.0019569471	0	0
4	24	28	.000037219215	.0019569471	0	.070000008	.29105583	.00013046314	0	0
4	24	29	.000039328806	0	0	.2	.39236107	.0019569471	0	0
4	24	30	1.3561657e-06	.00039138945	0	.020000001	0	0	0	0
4	24	31	.000014465768	0	0	.080000006	.35078052	.0019569471	0	0
4	24	32	.00060959649	.00039138945	0	.060000002	.19011778	0	0	0
4	24	33	.000060575403	0	0	.12	.34253779	.0019569471	0	0
4	24	34	.000041589083	.00039138945	0	.12	.29935718	0	0	0
4	24	35	.000021246597	0	0	.080000006	.22222218	.0019569471	.10540926	0
4	24	36	4.0684972e-06	.00039138945	0	0	.17630853	0	0	0
4	24	37	9.9452154e-06	0	0	.080000006	.27777776	.0019569471	0	0
4	24	38	.000041137027	.00039138945	0	.030000001	.40333453	0	.020604085	0
4	24	39	.000058315127	0	0	.12	.35356852	.0019569471	0	0
4	24	40	3.3904143e-06	.00039138945	0	.040000003	.17901233	0	0	0
4	24	41	.000047465801	0	0	.12	.3247444	.0019569471	.064309016	0
4	24	42	0	0	0	0	0	.0019569471	0	0
4	24	43	.000017178099	0	0	.080000006	.36688209	.0019569471	.056343619	0
4	24	44	3.1643867e-06	0	0	.12	.36281174	.0019569471	0	0
4	24	45	.00020839747	.00039138945	0	.040000003	.310673	.0019103531	0	0
4	24	46	.000015369878	.00039138945	0	.020000001	.1451247	0	0	0
4	24	47	.000077150762	.00078277889	0	.07	.18777864	0	0	0
